"title","author","subject","abstract","date"
"chain-of-specificity: an iteratively refining method for eliciting knowledge from large language models","kaiwen wei, jingyuan zhang, hongzhi zhang, fuzheng zhang, di zhang, li jin, yue yu","artificial intelligence","large language models (llms) exhibit remarkable generative capabilities, enabling the generation of valuable information. despite these advancements, previous research found that llms sometimes struggle with adhering to specific constraints (e.g., in specific place or at specific time), at times even overlooking them, which leads to responses that are either too generic or not fully satisfactory. existing approaches attempted to address this issue by decomposing or rewriting input instructions, yet they fall short in adequately emphasizing specific constraints and in unlocking the underlying knowledge (e.g., programming within the context of software development). in response, this paper proposes a simple yet effective method named chain-of-specificity (cos). specifically, cos iteratively emphasizes the specific constraints in the input instructions, unlocks knowledge within llms, and refines responses. experiments conducted on publicly available and self-build complex datasets demonstrate that cos outperforms existing methods in enhancing generated content especially for the specificity. besides, as the number of specific constraints increase, other baselines falter, while cos still performs well. moreover, we show that distilling responses generated by cos effectively enhances the ability of smaller models to follow the constrained instructions. resources of this paper will be released for further research.",2024-02-20
"studying llm performance on closed- and open-source data","toufique ahmed, christian bird, premkumar devanbu, saikat chakraborty","software engineering","large language models (llms) are finding wide use in software engineering practice. these models are extremely data-hungry, and are largely trained on open-source (oss) code distributed with permissive licenses. in terms of actual use however, a great deal of software development still occurs in the for-profit/proprietary sphere, where the code under development is not, and never has been, in the public domain; thus, many developers, do their work, and use llms, in settings where the models may not be as familiar with the code under development. in such settings, do llms work as well as they do for oss code? if not, what are the differences? when performance differs, what are the possible causes, and are there work-arounds? in this paper, we examine this issue using proprietary, closed-source software data from microsoft, where most proprietary code is in c# and c++. we find that performance for c# changes little from oss --> proprietary code, but does significantly reduce for c++; we find that this difference is attributable to differences in identifiers. we also find that some performance degradation, in some cases, can be ameliorated efficiently by in-context learning.",2024-02-23
"llm-compdroid: repairing configuration compatibility bugs in android apps with pre-trained large language models","zhijie liu, yutian tang, meiyun li, xin jin, yunfei long, liang feng zhang, xiapu luo","software engineering","xml configurations are integral to the android development framework, particularly in the realm of ui display. however, these configurations can introduce compatibility issues (bugs), resulting in divergent visual outcomes and system crashes across various android api versions (levels). in this study, we systematically investigate llm-based approaches for detecting and repairing configuration compatibility bugs. our findings highlight certain limitations of llms in effectively identifying and resolving these bugs, while also revealing their potential in addressing complex, hard-to-repair issues that traditional tools struggle with. leveraging these insights, we introduce the llm-compdroid framework, which combines the strengths of llms and traditional tools for bug resolution. our experimental results demonstrate a significant enhancement in bug resolution performance by llm-compdroid, with llm-compdroid-gpt-3.5 and llm-compdroid-gpt-4 surpassing the state-of-the-art tool, conffix, by at least 9.8% and 10.4% in both correct and correct@k metrics, respectively. this innovative approach holds promise for advancing the reliability and robustness of android applications, making a valuable contribution to the field of software development.",2024-02-23
"agile requirement change management model for global software development","neha koulecar, bachan ghimire","software engineering","we propose a noble, comprehensive and robust agile requirements change management (arcm) model that addresses the limitations of existing models and is tailored for agile software development in the global software development paradigm. to achieve this goal, we conducted an exhaustive literature review and an empirical study with rcm industry experts. our study evaluated the effectiveness of the proposed rcm model in a real-world setting and identifies any limitations or areas for improvement. the results of our study provide valuable insights into how the proposed rcm model can be applied in agile global software development environments to improve software development practices and optimize project success rates.",2024-02-22
"bugfix: towards a common language and framework for the automaticprogram repair community","bertrand meyer, viktoryia kananchuk, li huang","software engineering","techniques of automatic program repair (apr) have the potential of thoroughly facilitating the task of producing quality software. after a promising start, however, progress in making apr practical has been hindered by the lack of a common framework to support the multiplicity of apr ideas and tools, and of target programming languages and environments.
in this position paper we outline a general framework to enable the apr community to benefit from each otherś advances, in particular through a standard language for describing bugs and their fixes. such a common framework (which is also applicable to work on fault seeding) could be a tremendous benefit to researchers and developers of interactive development environments (ides) who are working to make apr an effective part of the practical experience of software developers.",2024-02-22
"copilot evaluation harness: evaluating llm-guided software programming","anisha agarwal, aaron chan, shubham chandel, jinu jang, shaun miller, roshanak zilouchian moghaddam, yevhen mohylevskyy, neel sundaresan, michele tufano","software engineering","the integration of large language models (llms) into development environments (ides) has become a focal point in modern software development. llms such as openai gpt-3.5/4 and code llama offer the potential to significantly augment developer productivity by serving as intelligent, chat-driven programming assistants. however, utilizing llms out of the box is unlikely to be optimal for any given scenario. rather, each system requires the llm to be honed to its set of heuristics to ensure the best performance. in this paper, we introduce the copilot evaluation harness: a set of data and tools for evaluating llm-guided ide interactions, covering various programming scenarios and languages. we propose our metrics as a more robust and information-dense evaluation than previous state of the art evaluation systems. we design and compute both static and execution based success metrics for scenarios encompassing a wide range of developer tasks, including code generation from natural language (generate), documentation generation from code (doc), test case generation (test), bug-fixing (fix), and workspace understanding and query resolution (workspace). these success metrics are designed to evaluate the performance of llms within a given ide and its respective parameter space. our learnings from evaluating three common llms using these metrics can inform the development and validation of future scenarios in llm guided ides.",2024-02-22
"test-driven development for code generation","noble saji mathews, meiyappan nagappan","software engineering","large language models (llms) like gpt4, have shown proficiency in generating code snippets from problem statements. traditionally software development by humans followed a similar methodology of writing code from problem statements or requirements. however, in the past, there have been several studies that have shown the value of test-driven development (tdd) where humans write tests based on problem statements before the code for the functionality is written. in the context of llm-based code generation, one obvious benefit of tdd is that the developer then knows for sure if the generated code has passed all the given tests or not. therefore, in this paper, we want to empirically evaluate the hypothesis: giving the problem statements and tests as input to gpt4 is better than just giving the problem statement as input. to test our hypothesis, we build a framework tgen. in our experiments on the mbpp, humaneval and codechef datasets, we consistently find that including tests solves more programming problems than not including them. thus we show that tdd is a better development model than just using a problem statement when using gpt4 for code generation tasks.",2024-02-21
"a strategic model of software dependency networks","cornelius fritz, co-pierre georg, angelo mele, michael schweinberger","econometrics","modern software development involves collaborative efforts and reuse of existing code, which reduces the cost of developing new software. however, reusing code from existing packages exposes coders to vulnerabilities in these dependencies. we study the formation of dependency networks among software packages and libraries, guided by a structural model of network formation with observable and unobservable heterogeneity. we estimate costs, benefits, and link externalities of the network of 696,790 directed dependencies between 35,473 repositories of the rust programming language using a novel scalable algorithm. we find evidence of a positive externality exerted on other coders when coders create dependencies. furthermore, we show that coders are likely to link to more popular packages of the same software type but less popular packages of other types. we adopt models for the spread of infectious diseases to measure a package's systemicness as the number of downstream packages a vulnerability would affect. systemicness is highly skewed with the most systemic repository affecting almost 90% of all repositories only two steps away. lastly, we show that protecting only the ten most important repositories reduces vulnerability contagion by nearly 40%.",2024-02-20
"a disruptive research playbook for studying disruptive innovations","margaret-anne storey, daniel russo, nicole novielli, takashi kobayashi, dong wang","software engineering","as researchers, we are now witnessing a fundamental change in our technologically-enabled world due to the advent and diffusion of highly disruptive technologies such as generative ai, augmented reality (ar) and virtual reality (vr). in particular, software engineering has been profoundly affected by the transformative power of disruptive innovations for decades, with a significant impact of technical advancements on social dynamics due to its the socio-technical nature. in this paper, we reflect on the importance of formulating and addressing research in software engineering through a socio-technical lens, thus ensuring a holistic understanding of the complex phenomena in this field. we propose a research playbook with the goal of providing a guide to formulate compelling and socially relevant research questions and to identify the appropriate research strategies for empirical investigations, with an eye on the long-term implications of technologies or their use. we showcase how to apply the research playbook. firstly, we show how it can be used retrospectively to reflect on a prior disruptive technology, stack overflow, and its impact on software development. secondly, we show it can be used to question the impact of two current disruptive technologies: ai and ar/vr. finally, we introduce a specialized gpt model to support the researcher in framing future investigations. we conclude by discussing the broader implications of adopting the playbook for both researchers and practitioners in software engineering and beyond.",2024-02-20
"choosing a suitable requirement prioritization method: a survey","esraa alhenawi, shatha awawdeh, ruba abu khurma, maribel garcía-arenas, pedro a. castillo, amjad hudaib","software engineering","software requirements prioritization plays a crucial role in software development. it can be viewed as the process of ordering requirements by determining which requirements must be done first and which can be done later. powerful requirements prioritization techniques are of paramount importance to finish the implementation on time and within budget. many factors affect requirement prioritization such as stakeholder expectations, complexity, dependency, scalability, risk, and cost. therefore, finding the proper order of requirements is a challenging process. hence, different types of requirements prioritization techniques have been developed to support this task. in this survey, we propose a novel classification that can classify the prioritization techniques under two major classes: relative and exact prioritization techniques class, where each class is divided into two subclasses. we depend in our classification on the way the value of ranking is given to the requirement, either explicitly as a specific value in the case of the exact prioritization techniques class, or implicitly in the case of the relative prioritization technique class. an overview of fifteen different requirements prioritization techniques are presented and organized according to the proposed classification criteria's. moreover, we make a comparison between methods that are related to the same subclass to analyze their strengths and weaknesses. based on the comparison results, the properties for each proposed subclass of techniques are identified. depending on these properties, we present some recommendations to help project managers in the process of selecting the most suitable technique to prioritize requirements based on their project characteristics (number of requirements, time, cost, and accuracy).",2024-02-20
"systematic mapping protocol -- ux design role in software development process","emilio ormeño, fernando pinciroli","software engineering","a systematic mapping protocol is a method for conducting a literature review in a rigorous and transparent way. it aims to provide an overview of the current state of research on a specific topic, identify gaps and opportunities, and guide future work. in this document, we present a systematic mapping protocol for investigating the role of the ux designer in the software development process. we define the research questions, scope, sources, search strategy, selection criteria, data extraction, and analysis methods that we will use to conduct the mapping study. our goal is to understand how the ux designers collaborate with other stakeholders, what methods and tools they use, what challenges they face, and what outcomes they achieve in different contexts and domains.",2024-02-20
"inferring non-failure conditions for declarative programs","michael hanus","programming languages","unintended failures during a computation are painful but frequent during software development. failures due to external reasons (e.g., missing files, no permissions) can be caught by exception handlers. programming failures, such as calling a partially defined operation with unintended arguments, are often not caught due to the assumption that the software is correct. this paper presents an approach to verify such assumptions. for this purpose, non-failure conditions for operations are inferred and then checked in all uses of partially defined operations. in the positive case, the absence of such failures is ensured. in the negative case, the programmer could adapt the program to handle possibly failing situations and check the program again. our method is fully automatic and can be applied to larger declarative programs. the results of an implementation for functional logic curry programs are presented.",2024-02-20
"measuring impacts of poisoning on model parameters and neuron activations: a case study of poisoning codebert","aftab hussain, md rafiqul islam rabin, navid ayoobi, mohammad amin alipour","software engineering","large language models (llms) have revolutionized software development practices, yet concerns about their safety have arisen, particularly regarding hidden backdoors, aka trojans. backdoor attacks involve the insertion of triggers into training data, allowing attackers to manipulate the behavior of the model maliciously. in this paper, we focus on analyzing the model parameters to detect potential backdoor signals in code models. specifically, we examine attention weights and biases, activation values, and context embeddings of the clean and poisoned codebert models. our results suggest noticeable patterns in activation values and context embeddings of poisoned samples for the poisoned codebert model; however, attention weights and biases do not show any significant differences. this work contributes to ongoing efforts in white-box detection of backdoor signals in llms of code through the analysis of parameters and activations.",2024-02-20
"challenges and experiences of iranian developers with mlops at enterprise","mohammad heydari, zahra rezvani","software engineering","data is becoming more complex, and so are the approaches designed to process it. enterprises have access to more data than ever, but many still struggle to glean the full potential of insights from what they have. this research explores the challenges and experiences of iranian developers in implementing the mlops paradigm within enterprise settings. mlops, or machine learning operations, is a discipline focused on automating the continuous delivery of machine learning models. in this study, we review the most popular mlops tools used by leading technology enterprises. additionally, we present the results of a questionnaire answered by over 110 iranian machine learning experts and software developers, shedding light on mlops tools and the primary obstacles faced. the findings reveal that data quality problems, a lack of resources, and difficulties in model deployment are among the primary challenges faced by practitioners. collaboration between ml, devops, ops, and science teams is seen as a pivotal challenge in implementing mlops effectively.",2024-02-19
"enhancing large language models for text-to-testcase generation","saranya alagarsamy, chakkrit tantithamthavorn, chetan arora, aldeida aleti","software engineering","context: test-driven development (tdd) is a widely employed software development practice that involves developing test cases based on requirements prior to writing the code. although various methods for automated test case generation have been proposed, they are not specifically tailored for tdd, where requirements instead of code serve as input. objective: in this paper, we introduce a text-to-testcase generation approach based on a large language model (gpt-3.5) that is fine-tuned on our curated dataset with an effective prompt design. method: our approach involves enhancing the capabilities of basic gpt-3.5 for text-to-testcase generation task that is fine-tuned on our curated dataset with an effective prompting design. we evaluated the effectiveness of our approach using a span of five large-scale open-source software projects. results: our approach generated 7k test cases for open source projects, achieving 78.5% syntactic correctness, 67.09% requirement alignment, and 61.7% code coverage, which substantially outperforms all other llms (basic gpt-3.5, bloom, and codet5). in addition, our ablation study demonstrates the substantial performance improvement of the fine-tuning and prompting components of the gpt-3.5 model. conclusions: these findings lead us to conclude that fine-tuning and prompting should be considered in the future when building a language model for the text-to-testcase generation task",2024-02-19
"evaluating program repair with semantic-preserving transformations: a naturalness assessment","thanh le-cong, dat nguyen, bach le, toby murray","software engineering","in this paper, we investigate the naturalness of semantic-preserving transformations and their impacts on the evaluation of npr. to achieve this, we conduct a two-stage human study, including (1) interviews with senior software developers to establish the first concrete criteria for assessing the naturalness of code transformations and (2) a survey involving 10 developers to assess the naturalness of 1178 transformations, i.e., pairs of original and transformed programs, applied to 225 real-world bugs. our findings reveal that nearly 60% and 20% of these transformations are considered natural and unnatural with substantially high agreement among human annotators. furthermore, the unnatural code transformations introduce a 25.2% false alarm rate on robustness of five well-known npr systems. additionally, the performance of the npr systems drops notably when evaluated using natural transformations, i.e., a drop of up to 22.9% and 23.6% in terms of the numbers of correct and plausible patches generated by these systems. these results highlight the importance of robustness testing by considering naturalness of code transformations, which unveils true effectiveness of npr systems. finally, we conduct an exploration study on automating the assessment of naturalness of code transformations by deriving a new naturalness metric based on cross-entropy. based on our naturalness metric, we can effectively assess naturalness for code transformations automatically with an auc of 0.7.",2024-02-19
"can chatgpt support developers? an empirical evaluation of large language models for code generation","kailun jin, chung-yu wang, hung viet pham, hadi hemmati","software engineering","large language models (llms) have demonstrated notable proficiency in code generation, with numerous prior studies showing their promising capabilities in various development scenarios. however, these studies mainly provide evaluations in research settings, which leaves a significant gap in understanding how effectively llms can support developers in real-world. to address this, we conducted an empirical analysis of conversations in devgpt, a dataset collected from developers' conversations with chatgpt (captured with the share link feature on platforms such as github). our empirical findings indicate that the current practice of using llm-generated code is typically limited to either demonstrating high-level concepts or providing examples in documentation, rather than to be used as production-ready code. these findings indicate that there is much future work needed to improve llms in code generation before they can be integral parts of modern software development.",2024-02-18
"gradients of brain organization: smooth sailing from methods development to user community","jessica royer, casey paquola, sofie l. valk, matthias kirschner, seok-jun hong, bo-yong park, richard a.i. bethlehem, robert leech, b. t. thomas yeo, elizabeth jefferies, jonathan smallwood, daniel margulies, boris c. bernhardt","other quantitative biology","multimodal neuroimaging grants a powerful in vivo window into the structure and function of the human brain. recent methodological and conceptual advances have enabled investigations of the interplay between large-scale spatial trends, or gradients, in brain structure and function, offering a framework to unify principles of brain organization across multiple scales. strong community enthusiasm for these techniques has been instrumental in their widespread adoption and implementation to answer key questions in neuroscience. following a brief review of current literature on this framework, this perspective paper will highlight how pragmatic steps aiming to make gradient methods more accessible to the community propelled these techniques to the forefront of neuroscientific inquiry. more specifically, we will emphasize how interest for gradient methods was catalyzed by data sharing, open-source software development, as well as the organization of dedicated workshops led by a diverse team of early career researchers. to this end, we argue that the growing excitement for brain gradients is the result of coordinated and consistent efforts to build an inclusive community and can serve as a case in point for future innovations and conceptual advances in neuroinformatics. we close this perspective paper by discussing challenges for the continuous refinement of neuroscientific theory, methodological innovation, and real-world translation to maintain our collective progress towards integrated models of brain organization.",2024-02-16
"multidimer: a multi-dimensional bug analyzer","lakmal silva, michael unterkalmsteiner, krzysztof wnuk","software engineering","background: bugs and bug management consumes a significant amount of time and effort from software development organizations. a reduction in bugs can significantly improve the capacity for new feature development. aims: we categorize and visualize dimensions of bug reports to identify accruing technical debt. this evidence can serve practitioners and decision makers not only as an argumentative basis for steering improvement efforts, but also as a starting point for root cause analysis, reducing overall bug inflow. method: we implemented a tool, multidimer, that analyzes and visualizes bug reports. the tool was implemented and evaluated at ericsson. results: we present our preliminary findings using the multidimer for bug analysis, where we successfully identified components generating most of the bugs and bug trends within certain components. conclusions: by analyzing the dimensions provided by multidimer, we show that classifying and visualizing bug reports in different dimensions can stimulate discussions around bug hot spots as well as validating the accuracy of manually entered bug report attributes used in technical debt measurements such as fault slip through.",2024-02-16
"language-driven engineering an interdisciplinary software development paradigm","bernhard steffen, tiziana margaria, alexander bainczyk, steve boßelmann, daniel busch, marc driessen, markus frohme, falk howar, sven jörges, marvin krause, marco krumrey, anna-lena lamprecht, michael lybecait, alnis murtovi, stefan naujokat, johannes neubauer, alexander schieweck, jonas schürmann, steven smyth, barbara steffen, fabian storek, tim tegeler, sebastian teumert, dominic wirkner, philip zweihoff","software engineering","we illustrate how purpose-specific, graphical modeling enables application experts with different levels of expertise to collaboratively design and then produce complex applications using their individual, purpose-specific modeling language. our illustration includes seven graphical integrated modeling environments (imes) that support full code generation, as well as four browser-based applications that were modeled and then fully automatically generated and produced using dime, our most complex graphical ime. while the seven imes were chosen to illustrate the types of languages we support with our language-driven engineering (lde) approach, the four dime products were chosen to give an impression of the power of our lde-generated imes. in fact, equinocs, springer nature's future editorial system for proceedings, is also being fully automatically generated and then deployed at their dordrecht site using a deployment pipeline generated with rig, one of the imes presented. our technology is open source and the products presented are currently in use.",2024-02-16
"penetration testing and legacy systems","sandra smyth","software engineering","as per adusumilli (2015),'70% of corporate business systems today are legacy applications. recent statistics prove that over 60% of it budget is spent on maintaining these legacy systems, showing the rigidity and the fragile nature of these systems.' usually, testing is included during the software development cycle, using testing techniques such as unit testing, integration testing, and system testing before releasing the product. after the software product is released to production, no additional testing is done; the testing process is back to the table only when modifications are made. techniques such as regression testing are included to ensure the changes do not affect existing functionality, but testing nonfunctional features that are rarely included in such regression tests' scope. schrader (2021) affirms that 'legacy systems are often maintained only to ensure function,' and it organizations may fail to consider the cybersecurity perspective to remain secure. legacy systems are a high-risk component for the organization that must be carefully considered when structuring a cyber security strategy. this paper aims to help the reader understand some measures that can be taken to secure legacy systems, explaining what penetration testing is and how this testing technique can help secure legacy systems. keywords: testing, legacy, security, risks, prevention, mitigation, pentesting.",2023-12-17
"reproducing, extending, and analyzing naming experiments","rachel alpern, ido lazer, issar tzachor, hanit hakim, sapir weissbuch, dror g. feitelson","software engineering","naming is very important in software development, as names are often the only vehicle of meaning about what the code is intended to do. a recent study on how developers choose names collected the names given by different developers for the same objects. this enabled a study of these names' diversity and structure, and the construction of a model of how names are created. we reproduce different parts of this study in three independent experiments. importantly, we employ methodological variations rather than striving of an exact replication. when the same results are obtained this then boosts our confidence in their validity by demonstrating that they do not depend on the methodology.
our results indeed corroborate those of the original study in terms of the diversity of names, the low probability of two developers choosing the same name, and the finding that experienced developers tend to use slightly longer names than inexperienced students. we explain name diversity by performing a new analysis of the names, classifying the concepts represented in them as universal (agreed upon), alternative (reflecting divergent views on a topic), or optional (reflecting divergent opinions on whether to include this concept at all). this classification enables new research directions concerning the considerations involved in naming decisions. we also show that explicitly using the model proposed in the original study to guide naming leads to the creation of better names, whereas the simpler approach of just asking participants to use longer and more detailed names does not.",2024-02-15
"practitioners' challenges and perceptions of ci build failure predictions at atlassian","yang hong, chakkrit tantithamthavorn, jirat pasuksmit, patanamon thongtanunam, arik friedman, xing zhao, anton krasikov","software engineering","continuous integration (ci) build failures could significantly impact the software development process and teams, such as delaying the release of new features and reducing developers' productivity. in this work, we report on an empirical study that investigates ci build failures throughout product development at atlassian. our quantitative analysis found that the repository dimension is the key factor influencing ci build failures. in addition, our qualitative survey revealed that atlassian developers perceive ci build failures as challenging issues in practice. furthermore, we found that the ci build prediction can not only provide proactive insight into ci build failures but also facilitate the team's decision-making. our study sheds light on the challenges and expectations involved in integrating ci build prediction tools into the bitbucket environment, providing valuable insights for enhancing ci processes.",2024-02-15
"assessing test artifact quality -- a tertiary study","huynh khanh vi tran, michael unterkalmsteiner, jürgen börstler, nauman bin ali","software engineering","context: modern software development increasingly relies on software testing for an ever more frequent delivery of high quality software. this puts high demands on the quality of the central artifacts in software testing, test suites and test cases. objective: we aim to develop a comprehensive model for capturing the dimensions of test case/suite quality, which are relevant for a variety of perspectives. method: we have carried out a systematic literature review to identify and analyze existing secondary studies on quality aspects of software testing artifacts. results: we identified 49 relevant secondary studies. of these 49 studies, less than half did some form of quality appraisal of the included primary studies and only 3 took into account the quality of the primary study when synthesizing the results. we present an aggregation of the context dimensions and factors that can be used to characterize the environment in which the test case/suite quality is investigated. we also provide a comprehensive model of test case/suite quality with definitions for the quality attributes and measurements based on findings in the literature and iso/iec 25010:2011. conclusion: the test artifact quality model presented in the paper can be used to support test artifact quality assessment and improvement initiatives in practice. furtherm information and software technology 139 (2021): 106620ore, the model can also be used as a framework for documenting context characteristics to make research results more accessible for research and practice.",2024-02-14
"trained without my consent: detecting code inclusion in language models trained on code","vahid majdinasab, amin nikanjam, foutse khomh","software engineering","code auditing ensures that the developed code adheres to standards, regulations, and copyright protection by verifying that it does not contain code from protected sources. the recent advent of large language models (llms) as coding assistants in the software development process poses new challenges for code auditing. the dataset for training these models is mainly collected from publicly available sources. this raises the issue of intellectual property infringement as developers' codes are already included in the dataset. therefore, auditing code developed using llms is challenging, as it is difficult to reliably assert if an llm used during development has been trained on specific copyrighted codes, given that we do not have access to the training datasets of these models. given the non-disclosure of the training datasets, traditional approaches such as code clone detection are insufficient for asserting copyright infringement. to address this challenge, we propose a new approach, trawic; a model-agnostic and interpretable method based on membership inference for detecting code inclusion in an llm's training dataset. we extract syntactic and semantic identifiers unique to each program to train a classifier for detecting code inclusion. in our experiments, we observe that trawic is capable of detecting 83.87% of codes that were used to train an llm. in comparison, the prevalent clone detection tool nicad is only capable of detecting 47.64%. in addition to its remarkable performance, trawic has low resource overhead in contrast to pair-wise clone detection that is conducted during the auditing process of tools like codewhisperer reference tracker, across thousands of code snippets.",2024-02-14
"context composing for full line code completion","anton semenkin, yaroslav sokolov, evgeniia vu","software engineering","code completion is one of the most used integrated development environment (ide) features, which affects the everyday life of a software developer. modern code completion approaches moved from the composition of several static analysis-based contributors to pipelines that involve neural networks. this change allows the proposal of longer code suggestions while maintaining the relatively short time spent on generation itself. at jetbrains, we put a lot of effort into perfecting the code completion workflow so it can be both helpful and non-distracting for a programmer. we managed to ship the full line code completion feature to pycharm pro ide and proved its usefulness in a/b testing on hundreds of real python users. the paper describes our approach to context composing for the transformer model that is a core of the feature's implementation. in addition to that, we share our next steps to improve the feature and emphasize the importance of several research aspects in the area.",2024-02-14
"generative ai for pull request descriptions: adoption, impact, and developer interventions","tao xiao, hideaki hata, christoph treude, kenichi matsumoto","software engineering","github's copilot for pull requests (prs) is a promising service aiming to automate various developer tasks related to prs, such as generating summaries of changes or providing complete walkthroughs with links to the relevant code. as this innovative technology gains traction in the open source software (oss) community, it is crucial to examine its early adoption and its impact on the development process. additionally, it offers a unique opportunity to observe how developers respond when they disagree with the generated content. in our study, we employ a mixed-methods approach, blending quantitative analysis with qualitative insights, to examine 18,256 prs in which parts of the descriptions were crafted by generative ai. our findings indicate that: (1) copilot for prs, though in its infancy, is seeing a marked uptick in adoption. (2) prs enhanced by copilot for prs require less review time and have a higher likelihood of being merged. (3) developers using copilot for prs often complement the automated descriptions with their manual input. these results offer valuable insights into the growing integration of generative ai in software development.",2024-02-14
"taking gpu programming models to task for performance portability","joshua h. davis, pranav sivaraman, joy kitson, konstantinos parasyris, harshitha menon, isaac minn, giorgis georgakoudis, abhinav bhatele","distributed, parallel, and cluster computing","ensuring high productivity in scientific software development necessitates developing and maintaining a single codebase that can run efficiently on a range of accelerator-based supercomputing platforms. while prior work has investigated the performance portability of a few selected proxy applications or programming models, this paper provides a comprehensive study of a range of proxy applications implemented in the major programming models suitable for gpu-based platforms. we present and analyze performance results across nvidia and amd gpu hardware currently deployed in leadership-class computing facilities using a representative range of scientific codes and several programming models -- cuda, hip, kokkos, raja, openmp, openacc, and sycl. based on the specific characteristics of applications tested, we include recommendations to developers on how to choose the right programming model for their code. we find that kokkos, raja, and sycl in particular offer the most promise empirically as performance portable programming models. these results provide a comprehensive evaluation of the extent to which each programming model for heterogeneous systems provides true performance portability in real-world usage.",2024-02-14
"chatgpt vs llama: impact, reliability, and challenges in stack overflow discussions","leuson da silva, jordan samhi, foutse khomh","software engineering","since its release in november 2022, chatgpt has shaken up stack overflow, the premier platform for developers' queries on programming and software development. demonstrating an ability to generate instant, human-like responses to technical questions, chatgpt has ignited debates within the developer community about the evolving role of human-driven platforms in the age of generative ai. two months after chatgpt's release, meta released its answer with its own large language model (llm) called llama: the race was on. we conducted an empirical study analyzing questions from stack overflow and using these llms to address them. this way, we aim to (ii) measure user engagement evolution with stack overflow over time; (ii) quantify the reliability of llms' answers and their potential to replace stack overflow in the long term; (iii) identify and understand why llms fails; and (iv) compare llms together. our empirical results are unequivocal: chatgpt and llama challenge human expertise, yet do not outperform it for some domains, while a significant decline in user posting activity has been observed. furthermore, we also discuss the impact of our findings regarding the usage and development of new llms.",2024-02-13
"on-the-fly syntax highlighting: generalisation and speed-ups","marco edoardo palma, alex wolf, pasquale salza, harald c. gall","software engineering","on-the-fly syntax highlighting is the task of rapidly associating visual secondary notation values with each character of a language derivation. research in this domain is driven by the prevalence of online software development tools, which frequently display source code on screen and heavily rely on syntax highlighting mechanisms. in this context, three contrasting demands confront resolvers in this space: speed, accuracy, and development costs. speed constraints are essential to ensure tool usability, manifesting as responsiveness for end users accessing online source code and minimising system overhead. simultaneously, achieving precise highlighting is critical for enhancing code comprehensibility. nevertheless, obtaining accurate results necessitates the capacity to perform grammatical analysis on the code under consideration, even in cases of varying grammatical correctness. furthermore, addressing the development costs of such resolvers is imperative, given the multitude of programming language versions. the current state-of-the-art approach in this field leverages the original lexer and parser of programming languages to create syntax highlighting oracles, subsequently used for training base recurrent neural network models. as the question of the generalisation of such a solution persists, this paper addresses this aspect by extending the original work to three additional mainstream programming languages and conducting a comprehensive review of the outcomes. moreover, the original limitations in evaluation performance and training costs are mitigated through the introduction of a novel convolutional based neural network model. this study examines the performance gains of running models on gpus, finding that the new cnn implementation is much faster than previous methods while maintaining high accuracy.",2024-02-13
"the current state of security -- insights from the german software industry","timo langstrof, alex r. sabau","cryptography and security","these days, software development and security go hand in hand. numerous techniques and strategies are discussed in the literature that can be applied to guarantee the incorporation of security into the software development process. in this paper the main ideas of secure software development that have been discussed in the literature are outlined. next, a dataset on implementation in practice is gathered through a qualitative interview research involving 20 companies. trends and correlations in this dataset are found and contrasted with theoretical ideas from the literature. the results show that the organizations that were polled are placing an increasing focus on security. although the techniques covered in the literature are being used in the real world, they are frequently not fully integrated into formal, standardized processes. the insights gained from our research lay the groundwork for future research, which can delve deeper into specific elements of these methods to enhance our understanding of their application in real-world scenarios.",2024-02-13
"what the fix? a study of asats rule documentation","corentin latappy, thomas degueule, jean-rémy falleri (labri), romain robbes (cnrs, labri, ub, bordeaux inp), xavier blanc, cédric teyton","software engineering","automatic static analysis tools (asats) are widely used by software developers to diffuse and enforce coding practices. yet, we know little about the documentation of asats, despite it being critical to learn about the coding practices in the first place. we shed light on this through several contributions. first, we analyze the documentation of more than 100 rules of 16 asats for multiple programming languages, and distill a taxonomy of the purposes of the documentation-what triggers a rule; why it is important; and how to fix an issue-and its types of contents. then, we conduct a survey to assess the effectiveness of the documentation in terms of its goals and types of content. we highlight opportunities for improvement in asat documentation. in particular, we find that the why purpose is missing in half of the rules we survey; moreover, when the why is present, it is more likely to have quality issues than the what and the fix.",2024-02-13
